"id_invoice","tanggal","id_barang","nama_barang","jumlah_barang","total_harga","mata_uang","kode_brand","brand","id_customer","nama_customer","cabang_sales","id_distributor","group_category","bulan"
IN6203,"31/1/22",BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,100,564830.0,IDR,BRG0005,SLCYL,CUST55524,KLINIK GM,Jakarta,EPM,Klinik,"2031-01"
IN6243,"1/2/22",BRG0006,KETOCONAZOLE TABLET 200 MG,67,188886.4,IDR,BRG0006,OGB & PH,CUST55525,APOTEK MERDEKA,Bandung,TD,Apotek,"0001-02"
IN6136,"27/1/22",BRG0001,ACYCLOVIR DUS,78,358183.80000000005,IDR,BRG0001,OGB & PH,CUST55526,KLINIK SAHABAT,Tangerang,TD,Klinik,"2027-01"
IN6314,"28/1/22",BRG0002,ALERGINE TABLET SALUT,45,179635.5,IDR,BRG0002,ETIKAL,CUST55527,APOTEK SINAR JAYA,Bekasi,TA,Apotek,"2028-01"
IN6202,"23/1/22",BRG0003,AMPICILLIN,34,196543.8,IDR,BRG0003,MARCKS,CUST55528,APOTEK SAHABAT,Padang,EPM,Apotek,"2023-01"
IN6279,"30/1/22",BRG0004,TRAMADOL KAPSUL 50 MG,20,138806.0,IDR,BRG0004,VNS,CUST55529,KLINIK DR. ANDRI,Lampung,TD,Klinik,"2030-01"
IN6196,"31/1/22",BRG0001,ACYCLOVIR DUS,45,52645.950000000004,IDR,BRG0001,OGB & PH,CUST55530,APOTEK TAPAK,Aceh,TA,Apotek,"2031-01"
IN6266,"1/2/22",BRG0002,ALERGINE TABLET SALUT,34,79475.0,IDR,BRG0002,ETIKAL,CUST55531,APOTEK MAJA,Kuningan,EPM,Apotek,"0001-02"
IN6058,"27/1/22",BRG0003,AMPICILLIN,34,363480.4,IDR,BRG0003,MARCKS,CUST55532,KLINIK GM,Jakarta,TD,Klinik,"2027-01"
IN6246,"28/1/22",BRG0004,TRAMADOL KAPSUL 50 MG,34,295823.80000000005,IDR,BRG0004,VNS,CUST55533,APOTEK MERDEKA,Bandung,TA,Apotek,"2028-01"
IN6242,"23/1/22",BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,44,248525.2,IDR,BRG0005,SLCYL,CUST55534,KLINIK SAHABAT,Tangerang,EPM,Klinik,"2023-01"
IN5982,"30/1/22",BRG0006,KETOCONAZOLE TABLET 200 MG,5,14096.0,IDR,BRG0006,OGB & PH,CUST55535,APOTEK SINAR JAYA,Bekasi,TD,Apotek,"2030-01"
IN6068,"31/1/22",BRG0007,ERGOTAMINE COFFEINE,6,27552.600000000002,IDR,BRG0007,ETIKAL,CUST55536,APOTEK SAHABAT,Padang,TD,Apotek,"2031-01"
IN6128,"1/2/22",BRG0008,TETRACYCLINE KAPSUL 250 MG,79,315360.10000000003,IDR,BRG0008,MARCKS,CUST55537,APOTEK TAPAK,Aceh,TA,Apotek,"0001-02"
IN6066,"27/1/22",BRG0009,AMBROXOL HC,12,69368.4,IDR,BRG0009,VNS,CUST55538,APOTEK MAJA,Kuningan,EPM,Apotek,"2027-01"
IN6303,"28/1/22",BRG0010,PARACETAMOL,95,659328.5,IDR,BRG0010,SLCYL,CUST55539,KLINIK GM,Jakarta,TD,Klinik,"2028-01"
IN6284,"23/1/22",BRG0001,ACYCLOVIR DUS,76,88913.16,IDR,BRG0001,OGB & PH,CUST55540,APOTEK MERDEKA,Bandung,TA,Apotek,"2023-01"
IN6240,"30/1/22",BRG0002,ALERGINE TABLET SALUT,48,112200.0,IDR,BRG0002,ETIKAL,CUST55541,KLINIK SAHABAT,Tangerang,EPM,Klinik,"2030-01"
IN6244,"31/1/22",BRG0003,AMPICILLIN,21,224502.6,IDR,BRG0003,MARCKS,CUST55542,APOTEK SINAR JAYA,Bekasi,TD,Apotek,"2031-01"
IN6060,"1/2/22",BRG0004,TRAMADOL KAPSUL 50 MG,22,191415.40000000002,IDR,BRG0004,VNS,CUST55543,APOTEK SAHABAT,Padang,TD,Apotek,"0001-02"
IN6254,"2/2/22",BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,12,67779.6,IDR,BRG0005,SLCYL,CUST55544,KLINIK DR. ANDRI,Lampung,TA,Klinik,"0002-02"
IN6171,"3/2/22",BRG0006,KETOCONAZOLE TABLET 200 MG,25,70480.0,IDR,BRG0006,OGB & PH,CUST55545,APOTEK TAPAK,Aceh,EPM,Apotek,"0003-02"
IN6002,"4/2/22",BRG0007,ERGOTAMINE COFFEINE,14,64289.40000000001,IDR,BRG0007,ETIKAL,CUST55546,APOTEK MAJA,Kuningan,TD,Apotek,"0004-02"
IN6261,"5/2/22",BRG0008,TETRACYCLINE KAPSUL 250 MG,24,95805.6,IDR,BRG0008,MARCKS,CUST55547,KLINIK GM,Jakarta,TA,Klinik,"0005-02"
IN6088,"6/2/22",BRG0009,AMBROXOL HC,10,57807.0,IDR,BRG0009,VNS,CUST55548,APOTEK MERDEKA,Bandung,EPM,Apotek,"0006-02"
IN6181,"7/2/22",BRG0010,PARACETAMOL,130,902239.0,IDR,BRG0010,SLCYL,CUST55549,KLINIK SAHABAT,Tangerang,TD,Klinik,"0007-02"
IN6135,"8/2/22",BRG0001,ACYCLOVIR DUS,12,14038.920000000002,IDR,BRG0001,OGB & PH,CUST55550,APOTEK SINAR JAYA,Bekasi,TA,Apotek,"0008-02"
IN5988,"9/2/22",BRG0002,ALERGINE TABLET SALUT,10,23375.0,IDR,BRG0002,ETIKAL,CUST55551,APOTEK SAHABAT,Padang,EPM,Apotek,"0009-02"
IN6234,"10/2/22",BRG0003,AMPICILLIN,67,716270.2000000001,IDR,BRG0003,MARCKS,CUST55552,APOTEK TAPAK,Aceh,TD,Apotek,"2010-02"
IN6319,"11/2/22",BRG0004,TRAMADOL KAPSUL 50 MG,98,852668.6000000001,IDR,BRG0004,VNS,CUST55553,APOTEK MAJA,Kuningan,TD,Apotek,"2011-02"
IN6006,"12/2/22",BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,5,28241.5,IDR,BRG0005,SLCYL,CUST55554,KLINIK GM,Jakarta,TA,Klinik,"2012-02"
IN6147,"13/2/22",BRG0006,KETOCONAZOLE TABLET 200 MG,4,11276.8,IDR,BRG0006,OGB & PH,CUST55555,APOTEK MERDEKA,Bandung,EPM,Apotek,"2013-02"
IN6129,"14/2/22",BRG0001,ACYCLOVIR DUS,8,36736.8,IDR,BRG0001,OGB & PH,CUST55556,KLINIK SAHABAT,Tangerang,TD,Klinik,"2014-02"
IN5986,"15/2/22",BRG0002,ALERGINE TABLET SALUT,9,35927.1,IDR,BRG0002,ETIKAL,CUST55557,APOTEK SINAR JAYA,Bekasi,TA,Apotek,"2015-02"
IN6026,"16/2/22",BRG0003,AMPICILLIN,21,121394.7,IDR,BRG0003,MARCKS,CUST55558,APOTEK SAHABAT,Padang,EPM,Apotek,"2016-02"
IN6224,"17/2/22",BRG0004,TRAMADOL KAPSUL 50 MG,22,152686.6,IDR,BRG0004,VNS,CUST55559,KLINIK DR. ANDRI,Lampung,TD,Klinik,"2017-02"
IN6087,"18/2/22",BRG0001,ACYCLOVIR DUS,12,14038.920000000002,IDR,BRG0001,OGB & PH,CUST55560,APOTEK TAPAK,Aceh,TA,Apotek,"2018-02"
IN6096,"19/2/22",BRG0002,ALERGINE TABLET SALUT,25,58437.5,IDR,BRG0002,ETIKAL,CUST55561,APOTEK MAJA,Kuningan,EPM,Apotek,"2019-02"
IN6034,"20/2/22",BRG0003,AMPICILLIN,14,149668.4,IDR,BRG0003,MARCKS,CUST55562,KLINIK GM,Jakarta,TD,Klinik,"2020-02"
IN6231,"21/2/22",BRG0004,TRAMADOL KAPSUL 50 MG,24,208816.80000000002,IDR,BRG0004,VNS,CUST55563,APOTEK MERDEKA,Bandung,TD,Apotek,"2021-02"
IN6260,"22/2/22",BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,10,56483.0,IDR,BRG0005,SLCYL,CUST55564,KLINIK SAHABAT,Tangerang,TA,Klinik,"2022-02"
IN6302,"23/2/22",BRG0006,KETOCONAZOLE TABLET 200 MG,120,338304.0,IDR,BRG0006,OGB & PH,CUST55565,APOTEK SINAR JAYA,Bekasi,EPM,Apotek,"2023-02"
IN6061,"24/2/22",BRG0007,ERGOTAMINE COFFEINE,12,55105.200000000004,IDR,BRG0007,ETIKAL,CUST55566,APOTEK SAHABAT,Padang,TD,Apotek,"2024-02"
IN6011,"25/2/22",BRG0008,TETRACYCLINE KAPSUL 250 MG,10,39919.0,IDR,BRG0008,MARCKS,CUST55567,APOTEK TAPAK,Aceh,TA,Apotek,"2025-02"
IN6275,"26/2/22",BRG0009,AMBROXOL HC,67,387306.89999999997,IDR,BRG0009,VNS,CUST55568,APOTEK MAJA,Kuningan,EPM,Apotek,"2026-02"
IN6114,"27/2/22",BRG0010,PARACETAMOL,98,680149.4,IDR,BRG0010,SLCYL,CUST55569,KLINIK GM,Jakarta,TD,Klinik,"2027-02"
IN6041,"28/2/22",BRG0001,ACYCLOVIR DUS,5,5849.55,IDR,BRG0001,OGB & PH,CUST55570,APOTEK MERDEKA,Bandung,TD,Apotek,"2028-02"
IN6069,"1/3/22",BRG0002,ALERGINE TABLET SALUT,4,9350.0,IDR,BRG0002,ETIKAL,CUST55571,KLINIK SAHABAT,Tangerang,TA,Klinik,"0001-03"
IN6239,"2/3/22",BRG0003,AMPICILLIN,8,85524.8,IDR,BRG0003,MARCKS,CUST55572,APOTEK SINAR JAYA,Bekasi,EPM,Apotek,"0002-03"
IN6137,"3/3/22",BRG0004,TRAMADOL KAPSUL 50 MG,9,78306.3,IDR,BRG0004,VNS,CUST55573,APOTEK SAHABAT,Padang,TD,Apotek,"0003-03"
IN6189,"4/3/22",BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,1,5648.3,IDR,BRG0005,SLCYL,CUST55574,KLINIK DR. ANDRI,Lampung,TA,Klinik,"0004-03"
IN6229,"5/3/22",BRG0006,KETOCONAZOLE TABLET 200 MG,5,14096.0,IDR,BRG0006,OGB & PH,CUST55575,APOTEK TAPAK,Aceh,EPM,Apotek,"0005-03"
IN6110,"6/3/22",BRG0007,ERGOTAMINE COFFEINE,9,41328.9,IDR,BRG0007,ETIKAL,CUST55576,APOTEK MAJA,Kuningan,TD,Apotek,"0006-03"
IN6182,"7/3/22",BRG0008,TETRACYCLINE KAPSUL 250 MG,13,51894.700000000004,IDR,BRG0008,MARCKS,CUST55577,KLINIK GM,Jakarta,TA,Klinik,"0007-03"
IN6164,"8/3/22",BRG0009,AMBROXOL HC,1,5780.7,IDR,BRG0009,VNS,CUST55578,APOTEK MERDEKA,Bandung,EPM,Apotek,"0008-03"
IN6016,"9/3/22",BRG0010,PARACETAMOL,5,34701.5,IDR,BRG0010,SLCYL,CUST55579,KLINIK SAHABAT,Tangerang,TD,Klinik,"0009-03"
IN6043,"10/3/22",BRG0001,ACYCLOVIR DUS,9,10529.19,IDR,BRG0001,OGB & PH,CUST55580,APOTEK SINAR JAYA,Bekasi,TD,Apotek,"2010-03"
IN6020,"11/3/22",BRG0002,ALERGINE TABLET SALUT,1,2337.5,IDR,BRG0002,ETIKAL,CUST55581,APOTEK SAHABAT,Padang,TA,Apotek,"2011-03"
IN6206,"12/3/22",BRG0003,AMPICILLIN,23,245883.80000000002,IDR,BRG0003,MARCKS,CUST55582,APOTEK TAPAK,Aceh,EPM,Apotek,"2012-03"
IN6055,"13/3/22",BRG0004,TRAMADOL KAPSUL 50 MG,4,34802.8,IDR,BRG0004,VNS,CUST55583,APOTEK MAJA,Kuningan,TD,Apotek,"2013-03"
IN6092,"14/3/22",BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,2,11296.6,IDR,BRG0005,SLCYL,CUST55584,KLINIK GM,Jakarta,TA,Klinik,"2014-03"
IN6177,"15/3/22",BRG0006,KETOCONAZOLE TABLET 200 MG,17,47926.399999999994,IDR,BRG0006,OGB & PH,CUST55585,APOTEK MERDEKA,Bandung,EPM,Apotek,"2015-03"
IN6209,"16/3/22",BRG0001,ACYCLOVIR DUS,11,50513.100000000006,IDR,BRG0001,OGB & PH,CUST55586,KLINIK SAHABAT,Tangerang,TD,Klinik,"2016-03"
IN6250,"17/3/22",BRG0002,ALERGINE TABLET SALUT,12,47902.8,IDR,BRG0002,ETIKAL,CUST55587,APOTEK SINAR JAYA,Bekasi,TA,Apotek,"2017-03"
IN6193,"18/3/22",BRG0003,AMPICILLIN,12,69368.4,IDR,BRG0003,MARCKS,CUST55588,APOTEK SAHABAT,Padang,EPM,Apotek,"2018-03"
IN6081,"19/3/22",BRG0004,TRAMADOL KAPSUL 50 MG,25,173507.5,IDR,BRG0004,VNS,CUST55589,KLINIK DR. ANDRI,Lampung,TD,Klinik,"2019-03"
IN6149,"20/3/22",BRG0001,ACYCLOVIR DUS,14,16378.740000000002,IDR,BRG0001,OGB & PH,CUST55590,APOTEK TAPAK,Aceh,TD,Apotek,"2020-03"
IN6014,"21/3/22",BRG0002,ALERGINE TABLET SALUT,34,79475.0,IDR,BRG0002,ETIKAL,CUST55591,APOTEK MAJA,Kuningan,TA,Apotek,"2021-03"
IN6290,"22/3/22",BRG0003,AMPICILLIN,67,716270.2000000001,IDR,BRG0003,MARCKS,CUST55592,KLINIK GM,Jakarta,EPM,Klinik,"2022-03"
IN6051,"23/3/22",BRG0004,TRAMADOL KAPSUL 50 MG,15,130510.50000000001,IDR,BRG0004,VNS,CUST55593,APOTEK MERDEKA,Bandung,TD,Apotek,"2023-03"
IN6076,"24/3/22",BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,12,67779.6,IDR,BRG0005,SLCYL,CUST55594,KLINIK SAHABAT,Tangerang,TA,Klinik,"2024-03"
IN6140,"25/3/22",BRG0006,KETOCONAZOLE TABLET 200 MG,25,70480.0,IDR,BRG0006,OGB & PH,CUST55595,APOTEK SINAR JAYA,Bekasi,EPM,Apotek,"2025-03"
IN6080,"26/3/22",BRG0007,ERGOTAMINE COFFEINE,14,64289.40000000001,IDR,BRG0007,ETIKAL,CUST55596,APOTEK SAHABAT,Padang,TD,Apotek,"2026-03"
IN6153,"27/3/22",BRG0008,TETRACYCLINE KAPSUL 250 MG,18,71854.2,IDR,BRG0008,MARCKS,CUST55597,APOTEK TAPAK,Aceh,TD,Apotek,"2027-03"
IN5979,"28/3/22",BRG0009,AMBROXOL HC,18,104052.59999999999,IDR,BRG0009,VNS,CUST55598,APOTEK MAJA,Kuningan,TA,Apotek,"2028-03"
IN6098,"29/3/22",BRG0010,PARACETAMOL,19,131865.7,IDR,BRG0010,SLCYL,CUST55599,KLINIK GM,Jakarta,EPM,Klinik,"2029-03"
IN6078,"30/3/22",BRG0001,ACYCLOVIR DUS,12,14038.920000000002,IDR,BRG0001,OGB & PH,CUST55600,APOTEK MERDEKA,Bandung,TD,Apotek,"2030-03"
IN6085,"31/3/22",BRG0002,ALERGINE TABLET SALUT,25,58437.5,IDR,BRG0002,ETIKAL,CUST55601,KLINIK SAHABAT,Tangerang,TA,Klinik,"2031-03"
IN6018,"1/4/22",BRG0003,AMPICILLIN,14,149668.4,IDR,BRG0003,MARCKS,CUST55602,APOTEK SINAR JAYA,Bekasi,EPM,Apotek,"0001-04"
IN6001,"2/4/22",BRG0004,TRAMADOL KAPSUL 50 MG,21,182714.7,IDR,BRG0004,VNS,CUST55603,APOTEK SAHABAT,Padang,TD,Apotek,"0002-04"
IN6271,"3/4/22",BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,22,124262.6,IDR,BRG0005,SLCYL,CUST55604,KLINIK DR. ANDRI,Lampung,TA,Klinik,"0003-04"
IN6207,"4/4/22",BRG0006,KETOCONAZOLE TABLET 200 MG,12,33830.399999999994,IDR,BRG0006,OGB & PH,CUST55605,APOTEK TAPAK,Aceh,EPM,Apotek,"0004-04"
IN6187,"5/4/22",BRG0007,ERGOTAMINE COFFEINE,25,114802.50000000001,IDR,BRG0007,ETIKAL,CUST55606,APOTEK MAJA,Kuningan,TD,Apotek,"0005-04"
IN5995,"6/4/22",BRG0008,TETRACYCLINE KAPSUL 250 MG,14,55886.6,IDR,BRG0008,MARCKS,CUST55607,KLINIK GM,Jakarta,TD,Klinik,"0006-04"
IN6156,"7/4/22",BRG0009,AMBROXOL HC,24,138736.8,IDR,BRG0009,VNS,CUST55608,APOTEK MERDEKA,Bandung,TA,Apotek,"0007-04"
IN6232,"8/4/22",BRG0010,PARACETAMOL,10,69403.0,IDR,BRG0010,SLCYL,CUST55609,KLINIK SAHABAT,Tangerang,EPM,Klinik,"0008-04"
IN5998,"9/4/22",BRG0001,ACYCLOVIR DUS,23,26907.93,IDR,BRG0001,OGB & PH,CUST55610,APOTEK SINAR JAYA,Bekasi,TD,Apotek,"0009-04"
IN6227,"10/4/22",BRG0002,ALERGINE TABLET SALUT,12,28050.0,IDR,BRG0002,ETIKAL,CUST55611,APOTEK SAHABAT,Padang,TA,Apotek,"2010-04"
IN6027,"11/4/22",BRG0003,AMPICILLIN,10,106906.0,IDR,BRG0003,MARCKS,CUST55612,APOTEK TAPAK,Aceh,EPM,Apotek,"2011-04"
IN6157,"12/4/22",BRG0004,TRAMADOL KAPSUL 50 MG,67,582946.9,IDR,BRG0004,VNS,CUST55613,APOTEK MAJA,Kuningan,TD,Apotek,"2012-04"
IN6180,"13/4/22",BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,98,553533.4,IDR,BRG0005,SLCYL,CUST55614,KLINIK GM,Jakarta,TA,Klinik,"2013-04"
IN6257,"14/4/22",BRG0006,KETOCONAZOLE TABLET 200 MG,5,14096.0,IDR,BRG0006,OGB & PH,CUST55615,APOTEK MERDEKA,Bandung,EPM,Apotek,"2014-04"
IN6031,"15/4/22",BRG0001,ACYCLOVIR DUS,4,18368.4,IDR,BRG0001,OGB & PH,CUST55616,KLINIK SAHABAT,Tangerang,TD,Klinik,"2015-04"
IN6082,"16/4/22",BRG0002,ALERGINE TABLET SALUT,8,31935.2,IDR,BRG0002,ETIKAL,CUST55617,APOTEK SINAR JAYA,Bekasi,TD,Apotek,"2016-04"
IN6174,"17/4/22",BRG0003,AMPICILLIN,9,52026.299999999996,IDR,BRG0003,MARCKS,CUST55618,APOTEK SAHABAT,Padang,TA,Apotek,"2017-04"
IN6237,"18/4/22",BRG0004,TRAMADOL KAPSUL 50 MG,10,69403.0,IDR,BRG0004,VNS,CUST55619,KLINIK DR. ANDRI,Lampung,EPM,Klinik,"2018-04"
IN6021,"19/4/22",BRG0001,ACYCLOVIR DUS,7,8189.370000000001,IDR,BRG0001,OGB & PH,CUST55620,APOTEK TAPAK,Aceh,TD,Apotek,"2019-04"
IN6056,"20/4/22",BRG0002,ALERGINE TABLET SALUT,100,233750.0,IDR,BRG0002,ETIKAL,CUST55621,APOTEK MAJA,Kuningan,TA,Apotek,"2020-04"
IN5983,"21/4/22",BRG0003,AMPICILLIN,67,716270.2000000001,IDR,BRG0003,MARCKS,CUST55622,KLINIK GM,Jakarta,EPM,Klinik,"2021-04"
IN6139,"22/4/22",BRG0004,TRAMADOL KAPSUL 50 MG,78,678654.6000000001,IDR,BRG0004,VNS,CUST55623,APOTEK MERDEKA,Bandung,TD,Apotek,"2022-04"
IN6126,"23/4/22",BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,45,254173.5,IDR,BRG0005,SLCYL,CUST55624,KLINIK SAHABAT,Tangerang,TD,Klinik,"2023-04"
IN6127,"24/4/22",BRG0006,KETOCONAZOLE TABLET 200 MG,34,95852.79999999999,IDR,BRG0006,OGB & PH,CUST55625,APOTEK SINAR JAYA,Bekasi,TA,Apotek,"2024-04"
IN6035,"25/4/22",BRG0007,ERGOTAMINE COFFEINE,20,91842.0,IDR,BRG0007,ETIKAL,CUST55626,APOTEK SAHABAT,Padang,EPM,Apotek,"2025-04"
IN6309,"26/4/22",BRG0008,TETRACYCLINE KAPSUL 250 MG,45,179635.5,IDR,BRG0008,MARCKS,CUST55627,APOTEK TAPAK,Aceh,TD,Apotek,"2026-04"
IN6073,"27/4/22",BRG0009,AMBROXOL HC,34,196543.8,IDR,BRG0009,VNS,CUST55628,APOTEK MAJA,Kuningan,TA,Apotek,"2027-04"
IN6277,"28/4/22",BRG0010,PARACETAMOL,34,235970.2,IDR,BRG0010,SLCYL,CUST55629,KLINIK GM,Jakarta,EPM,Klinik,"2028-04"
IN6197,"29/4/22",BRG0001,ACYCLOVIR DUS,34,39776.94,IDR,BRG0001,OGB & PH,CUST55630,APOTEK MERDEKA,Bandung,TD,Apotek,"2029-04"
IN6225,"30/4/22",BRG0002,ALERGINE TABLET SALUT,44,102850.0,IDR,BRG0002,ETIKAL,CUST55631,KLINIK SAHABAT,Tangerang,TA,Klinik,"2030-04"
IN5999,"1/5/22",BRG0003,AMPICILLIN,5,53453.0,IDR,BRG0003,MARCKS,CUST55632,APOTEK SINAR JAYA,Bekasi,EPM,Apotek,"0001-05"
IN6223,"2/5/22",BRG0004,TRAMADOL KAPSUL 50 MG,6,52204.200000000004,IDR,BRG0004,VNS,CUST55633,APOTEK SAHABAT,Padang,TD,Apotek,"0002-05"
IN6273,"3/5/22",BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,79,446215.7,IDR,BRG0005,SLCYL,CUST55634,KLINIK DR. ANDRI,Lampung,TD,Klinik,"0003-05"
IN6047,"26/4/22",BRG0006,KETOCONAZOLE TABLET 200 MG,12,33830.399999999994,IDR,BRG0006,OGB & PH,CUST55635,APOTEK TAPAK,Aceh,TA,Apotek,"2026-04"
IN6071,"27/4/22",BRG0007,ERGOTAMINE COFFEINE,95,436249.50000000006,IDR,BRG0007,ETIKAL,CUST55636,APOTEK MAJA,Kuningan,EPM,Apotek,"2027-04"
IN6009,"28/4/22",BRG0008,TETRACYCLINE KAPSUL 250 MG,76,303384.4,IDR,BRG0008,MARCKS,CUST55637,KLINIK GM,Jakarta,TD,Klinik,"2028-04"
IN6075,"16/4/22",BRG0009,AMBROXOL HC,48,277473.6,IDR,BRG0009,VNS,CUST55638,APOTEK MERDEKA,Bandung,TA,Apotek,"2016-04"
IN6218,"17/4/22",BRG0010,PARACETAMOL,21,145746.30000000002,IDR,BRG0010,SLCYL,CUST55639,KLINIK SAHABAT,Tangerang,EPM,Klinik,"2017-04"
IN5985,"18/4/22",BRG0001,ACYCLOVIR DUS,22,25738.02,IDR,BRG0001,OGB & PH,CUST55640,APOTEK SINAR JAYA,Bekasi,TD,Apotek,"2018-04"
IN6154,"19/4/22",BRG0002,ALERGINE TABLET SALUT,12,28050.0,IDR,BRG0002,ETIKAL,CUST55641,APOTEK SAHABAT,Padang,TA,Apotek,"2019-04"
IN6145,"20/4/22",BRG0003,AMPICILLIN,25,267265.0,IDR,BRG0003,MARCKS,CUST55642,APOTEK TAPAK,Aceh,EPM,Apotek,"2020-04"
IN6315,"21/4/22",BRG0004,TRAMADOL KAPSUL 50 MG,14,121809.80000000002,IDR,BRG0004,VNS,CUST55643,APOTEK MAJA,Kuningan,TD,Apotek,"2021-04"
IN6168,"13/5/22",BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,24,135559.2,IDR,BRG0005,SLCYL,CUST55644,KLINIK GM,Jakarta,TD,Klinik,"2013-05"
IN6192,"14/5/22",BRG0006,KETOCONAZOLE TABLET 200 MG,10,28192.0,IDR,BRG0006,OGB & PH,CUST55645,APOTEK MERDEKA,Bandung,TA,Apotek,"2014-05"
IN6285,"15/5/22",BRG0001,ACYCLOVIR DUS,130,596973.0,IDR,BRG0001,OGB & PH,CUST55646,KLINIK SAHABAT,Tangerang,EPM,Klinik,"2015-05"
IN6077,"16/5/22",BRG0002,ALERGINE TABLET SALUT,12,47902.8,IDR,BRG0002,ETIKAL,CUST55647,APOTEK SINAR JAYA,Bekasi,TD,Apotek,"2016-05"
IN6057,"17/5/22",BRG0003,AMPICILLIN,10,57807.0,IDR,BRG0003,MARCKS,CUST55648,APOTEK SAHABAT,Padang,TA,Apotek,"2017-05"
IN6252,"18/5/22",BRG0004,TRAMADOL KAPSUL 50 MG,67,465000.10000000003,IDR,BRG0004,VNS,CUST55649,KLINIK DR. ANDRI,Lampung,EPM,Klinik,"2018-05"
IN6272,"19/5/22",BRG0001,ACYCLOVIR DUS,98,114651.18000000001,IDR,BRG0001,OGB & PH,CUST55650,APOTEK TAPAK,Aceh,TD,Apotek,"2019-05"
IN6150,"20/5/22",BRG0002,ALERGINE TABLET SALUT,5,11687.5,IDR,BRG0002,ETIKAL,CUST55651,APOTEK MAJA,Kuningan,TD,Apotek,"2020-05"
IN6298,"21/5/22",BRG0003,AMPICILLIN,4,42762.4,IDR,BRG0003,MARCKS,CUST55652,KLINIK GM,Jakarta,TA,Klinik,"2021-05"
IN6295,"22/5/22",BRG0004,TRAMADOL KAPSUL 50 MG,8,69605.6,IDR,BRG0004,VNS,CUST55653,APOTEK MERDEKA,Bandung,EPM,Apotek,"2022-05"
IN6022,"23/5/22",BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,9,50834.700000000004,IDR,BRG0005,SLCYL,CUST55654,KLINIK SAHABAT,Tangerang,TD,Klinik,"2023-05"
IN6090,"24/5/22",BRG0006,KETOCONAZOLE TABLET 200 MG,21,59203.2,IDR,BRG0006,OGB & PH,CUST55655,APOTEK SINAR JAYA,Bekasi,TA,Apotek,"2024-05"
IN5996,"25/5/22",BRG0007,ERGOTAMINE COFFEINE,22,101026.20000000001,IDR,BRG0007,ETIKAL,CUST55656,APOTEK SAHABAT,Padang,EPM,Apotek,"2025-05"
IN6111,"26/5/22",BRG0008,TETRACYCLINE KAPSUL 250 MG,12,47902.8,IDR,BRG0008,MARCKS,CUST55657,APOTEK TAPAK,Aceh,TD,Apotek,"2026-05"
IN6194,"18/4/22",BRG0009,AMBROXOL HC,25,144517.5,IDR,BRG0009,VNS,CUST55658,APOTEK MAJA,Kuningan,TA,Apotek,"2018-04"
IN5987,"19/4/22",BRG0010,PARACETAMOL,14,97164.2,IDR,BRG0010,SLCYL,CUST55659,KLINIK GM,Jakarta,EPM,Klinik,"2019-04"
IN6313,"20/4/22",BRG0001,ACYCLOVIR DUS,24,28077.840000000004,IDR,BRG0001,OGB & PH,CUST55660,APOTEK MERDEKA,Bandung,TD,Apotek,"2020-04"
IN6138,"18/4/22",BRG0002,ALERGINE TABLET SALUT,10,23375.0,IDR,BRG0002,ETIKAL,CUST55661,KLINIK SAHABAT,Tangerang,TD,Klinik,"2018-04"
IN6316,"19/4/22",BRG0003,AMPICILLIN,120,1282872.0,IDR,BRG0003,MARCKS,CUST55662,APOTEK SINAR JAYA,Bekasi,TA,Apotek,"2019-04"
IN6019,"20/4/22",BRG0004,TRAMADOL KAPSUL 50 MG,12,104408.40000000001,IDR,BRG0004,VNS,CUST55663,APOTEK SAHABAT,Padang,EPM,Apotek,"2020-04"
IN6283,"19/5/22",BRG0005,KLORPROMAZINA TABLET SALUT SELAPUT 100 MG,10,56483.0,IDR,BRG0005,SLCYL,CUST55664,KLINIK DR. ANDRI,Lampung,TD,Klinik,"2019-05"
IN6169,"20/5/22",BRG0006,KETOCONAZOLE TABLET 200 MG,67,188886.4,IDR,BRG0006,OGB & PH,CUST55665,APOTEK TAPAK,Aceh,TA,Apotek,"2020-05"
IN6121,"21/5/22",BRG0007,ERGOTAMINE COFFEINE,98,450025.80000000005,IDR,BRG0007,ETIKAL,CUST55666,APOTEK MAJA,Kuningan,EPM,Apotek,"2021-05"
IN6117,"22/5/22",BRG0008,TETRACYCLINE KAPSUL 250 MG,5,19959.5,IDR,BRG0008,MARCKS,CUST55667,KLINIK GM,Jakarta,TD,Klinik,"2022-05"
